repo,score
SuperioOne/nut_webgui,435.0
wen-community/wen-program-library,2037.5
MythicalCow/vayu,310.0
Katana-Official/Meta,755.0
BreakingLead/blockworld,110.0
0glabs/0g-storage-node,3372.5
tinted-theming/tinty,1530.0
UkoeHB/bevy_cobweb,122.5
MercuryWorkshop/epoxy-tls,172.5
Sirneij/cryptoflow,30.0
theelderbeever/kubectl-guardrails,162.5
vigimite/serverless-pipelines-in-rust,30.0
richardanaya/gbnf,42.5
MirnaGama/hospital-management-api,442.5
jkallio/pomodoro-cli,440.0
DJ-Raven/java-messenger,52.5
linkdd/shipp,80.0
swlkr/hyped,125.0
MehVahdJukaar/polytone,527.5
sphaerophoria/todo-fs,60.0
vesavvo/design_patterns,30.0
vexide/vex-v5-qemu,735.0
KDABLabs/cxx-qt-servo-webview,985.0
fitzgen/safe-gc,37.5
DHD2280/BCR-Manager,562.5
QuState/PhastFT,622.5
lgdd/liferay-client-extensions-samples,37.5
olekspickle/serde_default_utils,230.0
gyroflow/gyroflow-plugins,262.5
Yanyutin753/refresh-gpt-chat,542.5
javpower/easy-flv,75.0
Privoce/GenUI,132.5
ethersync/ethersync,1950.0
huggingface/ratchet,5700.0
xdev-software/spring-data-eclipse-store,2342.5
adamperkowski/highlightos,645.0
zkVerify/zkVerify,2032.5
AndrejOrsula/pyo3_bindgen,467.5
eric9n/Kun-peng,2217.5
OJarrisonn/vaca,650.0
lmorais-dev/qmachina,645.0
craigmayhew/pipe-gpt,360.0
oldmanpushcart/qianfan4j,80.0
Cryolitia/GPD-LinuxControls,60.0
axelerator/ruelm,82.5
BLaZeKiLL/webray,97.5
microsoft/rust-symcrypt,1097.5
hgaiser/moonshine,407.5
Onizuka893/prayerbar,217.5
LyonSyonII/run,447.5
yoshuawuyts/wasm-http-tools,165.0
geofmureithi/edita,232.5
algorealmInc/SwarmNL,267.5
viridia/bevy_reactor,167.5
guofei9987/hidden_watermark,42.5
madesroches/micromegas,1947.5
uutils/procps,1290.0
BigBoot/AutoKuma,680.0
ryo33/egui_hooks,125.0
timrogers/litra-rs,2142.5
1brc/nodejs,52.5
ismael221/OpenStreamify,150.0
solidquant/sandooo,272.5
igor-pcholkin/DataAnonymization,80.0
crust-gather/crust-gather,1455.0
fasterthanlime/oval,320.0
dev-backpack/cllm,522.5
VeteranSoftDev/OAK-blockchain,30.0
0xlarry/byo_mint,247.5
sameh-tarek/Fawry-Internship,90.0
ark-network/clArk,175.0
mlund/ultimate64,372.5
cavemanloverboy/sol,117.5
ch32-rs/ch32-data,165.0
distributed-lab/taprootized-atomic-swaps,152.5
bones-ai/rust-ecosystem-simulation,37.5
devyn/nu_plugin_dbus,482.5
syurazo/cardputer,67.5
bluenote-1577/fairy,355.0
helius-labs/atlas-txn-sender,400.0
xielong/ai-hub,42.5
bltavares/axum-content-negotiation,67.5
worldcoin/mpc-uniqueness-check,1597.5
B-urb/doclytics,6605.0
Apress/ChatGPT-for-Java,80.0
calebfletcher/foc,180.0
robertknight/ocrs,717.5
CASELOAD7000/knockback-sync,600.0
Proxtx/crontab_status,30.0
nabbisen/mdka-rs,2752.5
jnhyatt/bevy_mod_async,177.5
0xPolygonZero/eth-tx-proof,685.0
orca-so/whirlpool-cpi,255.0
0xBoji/180DaysOfRust,30.0
gaucho-labs/leptos-hotkeys,1747.5
AdinAck/cargo-embassy,382.5
freethinkel/tauri-nspopover-plugin,72.5
YuhanLiin/micropb,50.0
jakzo/Il2CppDecompiler,42.5
AkshathSai/streamspace,777.5
software-mansion/cairo-profiler,1377.5
LelsersLasers/UnderwaterWorld,112.5
yashwanthsinghm/shakti_riscv_hal,67.5
0xsouravm/csvr,130.0
wch2019/xiaohai-blog,60.0
js2xxx/ferroc,80.0
axodotdev/axoupdater,2645.0
IamTheCarl/CommandCAD,210.0
bedrock-crustaceans/violinrs,30.0
phy1um/rust-simple-vm,397.5
Poempoat/LimboEmulatorPlus,362.5
apache/datafusion-comet,7182.5
cloudflare/foundations,1100.0
project-gauntlet/gauntlet,822.5
bobobo1618/ninesleep,145.0
wez/govee2mqtt,1820.0
alegian/thaumcraft7,37.5
hadasz/plonkish_basefold,132.5
koupleless/koupleless,3055.0
d1tto/Rengar,42.5
virtee/tdx,97.5
easystartup-io/k3s-simplified,837.5
conradludgate/measured,240.0
palerdot/wordl-rs,517.5
mtb0x1/1brc,30.0
Kapsyloffer/RUSTBU,675.0
antlr/antlr5,547.5
danvega/rest-client-examples,42.5
renpenguin/display3d,30.0
Qiskit/openqasm3_parser,2705.0
chirpstack/chirpstack-gateway-mesh,297.5
MortalreminderPT/edit-xlsx,225.0
xfactor-toml/rust-coding-challenges,472.5
ethereumdegen/bevy_mesh_terrain_editor,180.0
chensheng/ddd-boot,30.0
SpeckyYT/gd_sfx,365.0
brickadia/p4-fast-reconcile,160.0
SpriteOvO/closely,1040.0
LemmyNet/lemmy-client-rs,582.5
luisbedoia/sx3d,37.5
tingerrr/typst-test,357.5
Kamesuta/BungeePteroPower,625.0
karthikreddy-7/TCS-NQT-CODING-SHEET,165.0
Rozmir-Rohi/mo-creatures-legacy,235.0
Lord-of-Algorithms/DSA-in-Java,30.0
imatefx/typesense-prometheus-exporter,362.5
aliyun/dataworks-spec,752.5
taproot-wizards/purrfect_vault,132.5
0xDerked/solana-anchor-examples,30.0
maxcountryman/axum-messages,575.0
shuttle-hq/shuttlings,45.0
aws-samples/s3-fast-list,30.0
TFyre/bambu-farm,1272.5
sidduganeshsid/Core-Java,67.5
trailofbits/decree,55.0
thebracket/one_billion_rows,30.0
Trendyol/kafkathena-jakarta,80.0
0xGlitchbyte/OCrab,97.5
cppcoffee/netguard,187.5
zpp0196/localsend-rs,145.0
thmshmm/taskui,552.5
cmars/distrans,6150.0
caolib/book_management_system,110.0
Ragnt/AngryTrainer,30.0
WilfredAlmeida/LightDAS,250.0
flyaruu/rc-car,67.5
frc-862/rhapsody,2692.5
jeremychone-channel/rust-xp-ollama,55.0
mcmah309/surrealdb_migration_engine,280.0
Yongxin-Hu/TabbyKV,60.0
jimexist/surya-rs,402.5
VulnPlanet/l3x,382.5
ihciah/aria2-rs,30.0
ImKennyYip/flappy-bird-java,30.0
Rapter1990/parkinglot,180.0
chenhunghan/mlx-training-rs,310.0
oxalica/orb,90.0
ellenhp/airmail,265.0
versotile-org/verso,1697.5
Pulikovskyy/fixitnow,30.0
liubingmx/fast-spring-test,330.0
SarthakMakhija/clearcheck,42.5
GaoSSR/OnePRO,30.0
ivabus/lonelyradio,295.0
nwtgck/stacklover-rust,172.5
0xExp-po/scrypto-examples,30.0
dounine/wechat-pay-rust-sdk,65.0
vvvar/checkmark,175.0
eycorsican/leafvpn-desktop,212.5
hexaredecimal/ML,437.5
G2-Games/cross-usb,505.0
andogq/qubit,3325.0
holonym-foundation/vole-zk-prover,60.0
rustls/rustls-openssl-compat,552.5
drcircuit/wchhack,50.0
sentrysoftware/metricshub,3047.5
dnanhkhoa/acm,345.0
Incendo/cloud-minecraft,1075.0
fineshopdesign/cf-wasm,4867.5
JeroenGar/jagua-rs,272.5
ekzhang/jute,45.0
anonymous123-code/quilt-bisect,440.0
dumbo-the-developer/Duels,687.5
Rupas1k/source2-demo,100.0
josephg/egwalker-paper,37.5
ChurchTao/clipboard-rs,967.5
aljazerzen/connector_arrow,142.5
landaire/wows-toolkit,1522.5
Blockstream/lwk,9102.5
fjall-rs/lsm-tree,2135.0
regolith-labs/ore-cli,2535.0
polymorphicshade/Tubular,1492.5
blue-build/cli,2902.5
kingwingfly/fav,2620.0
StandardSolvers/ps-code-snippets,447.5
carldea/windowblur,42.5
nkuhn-vmw/GenAI-for-TPCF-Samples,82.5
javierEd/leptos-bulma,455.0
clockworklabs/spacetimedb-minecraft,217.5
aerius-labs/indexed-merkle-tree-halo2,67.5
PaperMC/SectorTool,242.5
Vixenka/bevy_dev,312.5
defi-wonderland/aztec-patterns,187.5
ImpossibleReality/Siffra,400.0
gmelodie/nesquic,30.0
iMilchshake/gores-mapgen,542.5
rdbo/dynja,362.5
mxpv/openusd,222.5
soundvibe/ha-danfoss,310.0
DragunWF/Student-Admissions,30.0
ycysdf/rxy_ui,195.0
codyd51/uefirc,212.5
Schr3da/gdext-rust-tutorials,30.0
tmknight/docker-autoheal,3370.0
reticivis-net/uwd2,117.5
containers/crun-vm,1062.5
face-hh/subterfuge,155.0
SilinMeng0510/imgcatr,200.0
0xricksanchez/AFL_Runner,1102.5
junelva/wl-gammarelay-applet,80.0
jasonjmcghee/plock,510.0
TylerBloom/webatui,100.0
MincraftEinstein/SubtleEffects,177.5
IrreducibleOSS/binius,30.0
Rearth/Oritech,1825.0
quarkiverse/quarkus-fx,797.5
codeIntrovert/90daysOfDSA,42.5
hirako2000/rustween,30.0
hardingadonis/saledock,1407.5
DocAssert/doc-assert,457.5
frozolotl/typst-ansi-hl,160.0
begcode/begcode-admin,42.5
rust-windowing/winit-next,95.0
flashbots/suave-andromeda-revm,280.0
funbiscuit/embedded-cli-rs,457.5
glehmann/yage,520.0
edgenai/edgen,1400.0
floris-xlx/supabase_rs,337.5
dfinity/canbench,1035.0
charmy/react-native-stroke-text,652.5
uutils/util-linux,520.0
metaplex-foundation/mpl-core,2900.0
dicej/isyswasfa,115.0
4imothy/treegrep,322.5
marsupialtail/rottnest,285.0
lokerxx/JavaVul,30.0
BREAD5940/2024-Onseason,337.5
KidneyOS/KidneyOS,2647.5
biagioT/jpa-search-helper,1607.5
SUPERCILEX/clipboard-history,1082.5
std-microblock/TGStickerProvider,215.0
RobertElderSoftware/robert-elder-software-java-modules,330.0
6tail/tyme4j,877.5
jerryshell/ac-esp,130.0
bombsimon/awesome-garmin,225.0
delcin-raj/rust_realm,87.5
kaychaks/autopack,155.0
cc-api/container-integrity-measurement-agent,920.0
thunderbird/xml-struct-rs,112.5
g33kex/ServerWitch,110.0
VaheDanielyan/diffdir,267.5
ulagbulag/kiss-icp-rs,30.0
matklad/window,42.5
sasmithx/Chat_Application_Socket_Progrmming,30.0
miliariadnane/spring-boot-doc-rag-bot,30.0
OpenCubicChunks/CubicChunks3,370.0
yobibyte/rtd,30.0
w1th4d/JarPlant,120.0
MR-Addict/mdbook-embedify,710.0
gdanezis/sui-by-example,30.0
HaHaWTH/AdvancedSensitiveWords,342.5
sjrsjz/vulkanite-modified,92.5
Jij-Inc/pyo3-stub-gen,1240.0
ShafiqSadat/IPTVTelegramBot,80.0
jasonjmcghee/xrem,242.5
abhishekabhi789/LyricsForPowerAmp,620.0
Opa-/x1-mk1-usb2midi,222.5
pkulak/filtile,250.0
fluxxcode/egui-file-dialog,1940.0
Ralith/sieve-tree,162.5
ratatui/ratatui-macros,1297.5
traxys/pantheon,30.0
gradlex-org/java-module-packaging,110.0
swan-io/react-native-browser,545.0
cameron-martin/bazel-lsp,1045.0
PlasmaFAIR/fortitude,1495.0
pop-os/cosmic-files,4442.5
JAgentSphere/bytebuddy-agent-demo,302.5
itome/flx,847.5
AbdelStark/majin-blob,120.0
twitchax/lucidity,80.0
david-d-h/pipeop,67.5
Ekleog/indexed-db,82.5
geode-sdk/server,4097.5
SaberVM/SaberVM,72.5
0vercl0k/rp-bf.rs,195.0
supersurviveur/typst-math,462.5
wadackel/promptuity,585.0
BreweryTeam/BreweryX,2170.0
joshka/ratatui-widgets,1222.5
Philogy/balls,135.0
kafbat/kafka-ui,4752.5
Azkellas/mesh_to_sdf,610.0
gnosis/solvers,4202.5
seifrajhi/Kubernetes-practical-exercises-Hands-on,2587.5
ricott1/rebels-in-the-sky,1347.5
mt1006/mc-ar-mod,202.5
dexie-space/splash,757.5
richardanaya/epistemology,330.0
daylanbueno/auth-api,60.0
nvim-neorg/norg-fmt,30.0
PoOnesNerfect/bevy_bsml,442.5
Fernanda-Kipper/desafio-anotaai-backend,97.5
sniper00/moon_rs,30.0
wisp-forest/accessories,775.0
Naton1/osrs-pvp-reinforcement-learning,30.0
simasch/cqrs-meets-modern-java,60.0
next-rs/next-rs,237.5
vaginessa/NPatch,30.0
sphaerophoria/termie,60.0
charlotte-os/charlotte-core,1545.0
ArtformGames/BungeeAuthProxy,280.0
zolutal/kheap_sift,67.5
tun2proxy/socks-hub,580.0
igneous-labs/sanctum-lst-list,2255.0
psqlpy-python/psqlpy,3397.5
yuoo655/ext4_rs,157.5
Fuzzyzilla/octotablet,215.0
SevenTV/SevenTV,1110.0
privacy-scaling-explorations/greco,252.5
regolith-labs/ore,1085.0
Missuo0o/FoodDeliveryBackend,30.0
bevyengine/bevy_editor_prototypes,1350.0
SMGCommunity/Whitehole-Neo,707.5
every-day-things/citadel,732.5
vnghia/nghe,2972.5
brenoepics/at4j,825.0
nvim-neorocks/rocks,1952.5
isala404/scale-to-zero-ebpf,30.0
hashlookup/poppy,125.0
seregamorph/spring-test-smart-context,285.0
mitre-public/open-aria,517.5
N1nn1/dye_depot,577.5
PawelBis/bevy_wry,60.0
CCBlueX/liquidbounce_lite,67.5
joshka/tui-scrollview,1057.5
wudgaby/wudgaby-platform,30.0
olivierlemasle/tauri-plugin-python,135.0
microcks/microcks-testcontainers-java-spring-demo,270.0
silence-laboratories/silent-shard-dkls23-ll,840.0
jadonharsh109/IaC-Master-Actions,562.5
WindySha/tetris,460.0
VovaStelmashchuk/nest2D,195.0
nipafx/modern-java-demo,30.0
deltadevsde/indexed-merkle-tree,500.0
mrsobakin/dpimyass,150.0
kousen/springaiexamples,30.0
manusa/helm-java,1405.0
edera-dev/krata,2352.5
boxbeam/untwine,60.0
shuo-young/lydia,80.0
hyperledger/indy-besu,822.5
cedricp/ecutweaker,207.5
turbofuro/turbofuro,1595.0
Anof-cyber/AlphaScan,30.0
jwdeveloper/TikTokLiveRust,142.5
SimonCW/ollama-rag-rs,105.0
oviva-ag/ehealthid-relying-party,3042.5
aurora-is-near/aurora-forwarder-contracts,840.0
HrikB/createXcrunch,92.5
dexterlaboss/archival-rpc,855.0
ymgyt/syndicationd,2015.0
tfachmann/typst-as-library,82.5
bytecodealliance/wrpc,3352.5
worldcoin/orb-software,5702.5
pubky/pkdns,950.0
FuelLabs/fuel-subgraph,412.5
zjp-CN/term-rustdoc,322.5
matthias-buttgereit/ta-rss,97.5
yavko/rat-rs,75.0
ErayMert/microservice-log-tracing,30.0
hseager/you-are-merlin,165.0
aleixmorgadas/thin-ports-and-adapters,30.0
Tushar-Kapil/DSA-Notes,30.0
GigaDAO/openbook,495.0
ryandotelliott/cosmos-cli,30.0
corrode/four-horsemen-talk,30.0
AvailX/avail-wallet,4680.0
envicutor/envicutor,122.5
mintlu8/bevy_stat_query,60.0
appsignal/actions-runner,267.5
sqlparser/java_data_lineage,42.5
thomasdarimont/keycloak-opa-authz-demo,37.5
uaoan/DkPlayer,217.5
manhunto/webhooks-rs,55.0
rzukic/zed-latex,450.0
dee-coder01/BusBuddy,457.5
mintlu8/bevy_serde_lens,335.0
Ragarnoy/a121-rs,667.5
Handfish/confetty_rs,72.5
0vercl0k/snapshot,347.5
rails/rails-new,657.5
CollaBu/pennyway-was,4647.5
slotThe/rq,102.5
bitcoin-dev-project/bitcoiner-intro-to-rust,340.0
AFLplusplus/libafl_qemu_artifacts,42.5
mistricky/codesnap.nvim,2660.0
JaghataiV/Uniswap_arb_bot,42.5
zed-extensions/java,167.5
nferhat/fht-compositor,255.0
mondeja/leptos-fluent,4205.0
paradigmxyz/alphanet,1110.0
MEEPofFaith/hallucinogen,430.0
EricLBuehler/mistral.rs,8560.0
actuate-rs/actuate,2730.0
Ahmad45123/workup,892.5
tweag/remote-execution-nix,60.0
boringthegod/AzureEmailChecker,130.0
Vadym79/AWSLambdaJavaWithSpringBoot,30.0
automesh-network/netstack-smoltcp,322.5
dimpdash/bevy_erm,72.5
phyce/rl-natural-speech,342.5
Kir-Antipov/cubes-without-borders,1872.5
menonsamir/ypir,212.5
lcpu-club/rust_learning_group,75.0
Hejow/easy-restdocs-generator,267.5
cavemanloverboy/nanotoken,72.5
iondodon/i3-switcher-x11,587.5
stalwartlabs/webadmin,1340.0
bytecodealliance/wamr-rust-sdk,445.0
paritytech/psvm,305.0
Smart-Home-Guard/tempusalert-be,1162.5
anddea/revanced-integrations,5352.5
fermyon/enterprise-architectures-and-patterns,95.0
Reknij/elerp,60.0
anagrambuild/bonsol,1415.0
servo/stylo,1327.5
walimorris/opensquare,30.0
yiyuan9/abitoflink,277.5
talss89/sprout,582.5
orsinium-labs/gamgee,30.0
Sofianel5/zk-img-editor,30.0
dvhar/pikeru,85.0
ellie-sleightholm/vercel-rust,90.0
yongkangc/Solidity-Gas-Optimizoor,45.0
HexArchBook/bluezone_pro,30.0
cleverbase/scal3,102.5
berzanorg/nacho,30.0
nidhoggfgg/rsille,90.0
pinterest/tiered-storage,337.5
YPares/nih-faust-jit,172.5
aarc-rs/aarc,135.0
prakarshs/Jhethia,67.5
AdamISZ/aut-ct,707.5
carloskiki/pulldown-latex,792.5
compolabs/orderbook-contract,2247.5
DevBobcorn/AcryliCraft,847.5
NguyenDuck/blocktopograph,340.0
noxware/hframe,1125.0
Cvrwed/Haru,317.5
e1732a364fed/ruci,667.5
burukeYou/fast-retry,55.0
dividebysandwich/LightningView,837.5
StardustXR/kiara,75.0
Basillica/csv-grep,30.0
PoOnesNerfect/jlf,90.0
naasblod/bevy_contact_projective_decals,152.5
cryscan/web-rwkv-realweb,37.5
bonsairobo/bevy_metrics_dashboard,60.0
rhombusgg/rhombus,312.5
serifpersia/esp32partitiontool,390.0
ACEnglish/kanpig,350.0
a2x/cs2-analyzer,60.0
uprockcom/ido-protocol,30.0
nur-taskrunner/nur,2087.5
antroids/egui-shape-editor,60.0
HigherOrderCO/TSPL,90.0
krukah/robopoker,340.0
TimothyYe/knock-rs,230.0
buffdb/buffdb,192.5
Shrecknt/snowstorm,42.5
magnetophon/lamb-rs,520.0
FloatyMonkey/slang-rs,42.5
Speykious/cve-rs,437.5
informalsystems/cosmwasm-to-quint,162.5
voidpumpkin/structural-convert,92.5
succinctlabs/sp1-reth,332.5
undermad/diet-generator-api,247.5
villor/bevy_lookup_curve,272.5
utilForever/2024-Konkuk-Rust-Roguelike,150.0
970263611/redisx,462.5
KhushPatibandha/RiceDB,60.0
zombie-einstein/bourse,560.0
UPB-FILS-MA/upb-fils-ma.github.io,6842.5
akx/preco,30.0
PufferFinance/coral,552.5
zxch3n/lww-table,30.0
jts/smrest,105.0
jgraef/reqwest-websocket,387.5
gaucho-labs/tailwind-fuse,442.5
gwen-lg/subtile-ocr,200.0
VictorModi/Lyrics-Getter-Ext,230.0
zk-steve/rust-web-api-microservice-template,475.0
GitGhillie/phonon_rs,370.0
Leinnan/bevy_simple_scroll_view,130.0
3uild-3thos/valid8,102.5
UdaraJay/Stats,57.5
wh-xu/Hyper-Gen,225.0
s00d/tauri-plugin-serialplugin,115.0
MathItYT/mathlikeanim-rs,265.0
containers/krunkit,385.0
openfga/spring-boot-starter,542.5
HeliosMinecraft/HeliosClient,80.0
danvega/fcc-spring-boot-3,42.5
risc0/risc0-ethereum,3605.0
OpenZeppelin/rust-contracts-stylus,3682.5
m1sterc001guy/roastr,132.5
unfastener/juggler-in-rust,80.0
SemyonSinchenko/spark-connect-example,42.5
TannerReynolds/Helldivers2-Macro-Engine,167.5
Tvenus/blockchain,30.0
pw-order-of-devs/rusty_ops,105.0
jumbledFox/minesweeper,50.0
guybedo/sugar,67.5
tatounee/ratatui-explorer,150.0
11bit/zed-extension-graphql,57.5
gamedolphin/speakwith,282.5
anthias-labs/univ3-kit,532.5
MobinaMhr/Compiler-Course-Projects-S2024,30.0
exa04/cyma,250.0
i18n-site/rust,260.0
tdakhran/razer-ctl,300.0
oldmanpushcart/dashscope4j,495.0
chaosprint/asak,235.0
offici5l/MiBypassTool,217.5
MystenLabs/sui-rust-sdk,807.5
Heltion/anti-hash,55.0
dflemstr/femtopb,30.0
jdubois/jdubois-langchain4j-demo,135.0
welpo/git-sumi,522.5
MatthiasGrandl/Loungy,497.5
aclysma/hydrate,30.0
ashvardanian/memchr_vs_stringzilla,30.0
slyedoc/bevy_sly_compute,122.5
NillionNetwork/ripple,37.5
HaHaWTH/HAProxy-Detector,80.0
Nordgaren/tabstate-util,62.5
GodOfAvacyn/gdshader-lsp,137.5
Jazarro/bevy_ineffable,117.5
AkashKobal/java-full-stack-developement,912.5
duanebester/gpui-list,37.5
replit/rippkgs,460.0
lavafroth/tempest,197.5
frankfralick/dripgrep,30.0
DelSkayn/reblessive,80.0
fjall-rs/value-log,482.5
osmosis-labs/orderbook,955.0
chiyuki0325/lyrica,682.5
gama-platform/gama,2230.0
dzaima/grr,30.0
wingbackapp/kind,445.0
I-CAN-hack/automotive,912.5
Naxdy/latency-slider-de,745.0
pace-rs/pace,4475.0
FedericoBruzzone/tgt,225.0
Kezii/esp32cam_rs,82.5
iynaix/wfetch,30.0
holochain/wind-tunnel,1327.5
ollama4j/ollama4j-web-ui,257.5
breez/breez-sdk-liquid,5260.0
KittyCAD/delouse,142.5
blumek/aura-tower,30.0
groovybits/rsllm,1317.5
renmeijian/HealthChecker,37.5
armankhondker/leetcode-solutions,30.0
clarkmoody/txoutset,67.5
mmd-nemati/Compiler-Course-Projects-F2023,30.0
rot256/research-we-kzg,60.0
danvega/spring-common-mistakes,342.5
rust-adventure/thisweekinbevy,2115.0
DiscreteTom/boruto,30.0
pavlospt/ergani-rust-sdk,270.0
EladLeev/KeyToField-smt,255.0
alexpusch/rust-stream-vis,30.0
xxxbrian/cserun,137.5
fundgao/awesome-crypto,55.0
Magix-Archive/GC-Universe,30.0
Direwolf20-MC/JustDireThings,1222.5
ndancing/bitcask,30.0
gulbanana/gg,645.0
joshka/tui-markdown,1925.0
brian7704/OpenTAK_ICU,672.5
marcelohdez/dim,252.5
ratatui/crates-tui,757.5
dwallet-labs/dwallet-network,3695.0
vsbuffalo/granges,295.0
antiguru/flatcontainer,1340.0
Whitecat18/Rust-for-Malware-Development,87.5
tippfehlr/composehook,92.5
coralblocks/CoralProto,30.0
BurntSushi/jiff,1030.0
Kacperacy/RustEdit,30.0
cezarysanecki/parking-domain,1370.0
zama-ai/verifiable-fhe-paper,80.0
google-checks/checks-jenkins-plugin,180.0
mytang0/brook,327.5
evpl/jkscope,280.0
apersomany/libcfd,82.5
erupts/Linq.J,362.5
Xu-Mj/sandcat,600.0
GyulyVGC/listeners,207.5
semih-turan/The-Full-Stack-Web-Development-Bootcamp,30.0
jpgonzalezra/chain-indexer-monorepo,30.0
oqc-community/rasqal,1190.0
mathematic-inc/unfmt,955.0
weilueluo/tsm4j,135.0
conduition/dlctix,30.0
kul-sudo/eportal,247.5
Schottkyc137/ginko,750.0
ironcalc/TironCalc,52.5
vsouzx/Events-Driven-Ecommerce,42.5
981213/mtk_uartboot,155.0
AmrDeveloper/FileQL,480.0
elodin-sys/elodin,590.0
helius-labs/photon,3345.0
AndroidIDE-CN/AIDE-Plus,692.5
Andeskjerf/waybar-module-pomodoro,117.5
MateusRodCosta/bign-handheld-thumbnailer,362.5
stephanj/BM25,105.0
Linus-Mussmaecher/rucola,250.0
dwallet-labs/2pc-mpc,330.0
datafusion-contrib/datafusion-federation,567.5
rerun-io/revy,282.5
ricott1/sshattrick,185.0
andrewgazelka/hyperion,2310.0
drift-labs/drift-rs,917.5
jimmyjames/fga-spring-examples,205.0
github-language-server/github-lsp,457.5
nilaysavant/bevy_pmetra,827.5
remi-dupre/pinix,72.5
fprasx/cargo-unfmt,105.0
Kharos102/ReadWriteDriverSample,30.0
yaaliuzhipeng/fast-mlkit-translate-text,42.5
MangoTzara/rfz,180.0
justjanne/fcmlib,30.0
holochain/holochain-serialization-python,30.0
KeKsBoTer/wgpu_sort,42.5
Interstellar-Relay-Community/budae-jjigae,145.0
mariofusco/quarkus-drools-llm,172.5
ggand0/viewskater,507.5
abstractqqq/polars_istr,350.0
darko-mesaros/bedrust,1115.0
pangenome/impg,695.0
tomalbrc/blockbench-import-library,502.5
claudiomattera/esp32c3-embassy,127.5
Kehrlann/spring-boot-testing,120.0
afsalashyana/Spring-Boot-Tutorials,37.5
segment-anything-models-java/SAMJ-IJ,240.0
quarylabs/quary,10175.0
davidlattimore/wild,1345.0
SeekStorm/SeekStorm,1470.0
kasugamirai/git_commit_gen,30.0
eholum/rustplanning,92.5
DelphinusLab/zkWasm-prover,787.5
Lagrange-Labs/plonky2-recursion,37.5
ABC-Engine/lumenpyx,165.0
luishsr/rust-nft-api,37.5
aws/amazon-gamelift-agent,395.0
adsnaider/qshell,80.0
tier4/icp_rust,97.5
tom-whitehead/hdbscan,307.5
anusikh/jvem,450.0
JohanNorberg/zero_ecs,67.5
ilyagr/diffedit3,1020.0
sunfishcode/hello-embedded,65.0
sayxiaoyan/XiaoRanLiu3119-TVBoxMobile,60.0
mindeng/nom-exif,1162.5
boa-dev/temporal,1137.5
hougesen/mdsf,4350.0
Kudaes/Shelter,37.5
ColdeZhang/Dominion,2880.0
BodhiSearch/BodhiApp,815.0
ch32-rs/ch32-hal,500.0
jhannyj/iced_drop,82.5
